CustomerID,LastPurchaseDate,Recency,Frequency,Monetary
12472,2011-11-07 14:01:00,33,7,6572.11
12473,2011-11-10 13:46:00,30,5,3928.05
12474,2011-11-22 14:39:00,18,18,7324.09
12475,2011-10-17 10:10:00,54,1,723.38
12476,2011-11-24 12:40:00,16,11,6816.42
12477,2011-11-17 09:51:00,23,6,13219.74
12478,2011-12-06 09:56:00,4,1,680.99
12479,2011-11-28 13:26:00,12,1,527.2
12480,2011-11-11 14:52:00,29,4,3281.63
12481,2011-11-17 08:29:00,23,10,5579.82
12483,2011-11-22 17:02:00,18,8,2484.98
12484,2011-11-07 11:37:00,33,6,4527.32
12488,2011-11-30 08:50:00,10,3,1298.66
12489,2011-01-07 13:13:00,337,1,334.93
12490,2011-12-04 16:07:00,6,10,5417.93
12491,2011-11-01 12:18:00,39,1,460.40000000000003
12492,2011-10-07 15:15:00,64,2,263.21000000000004
12493,2011-06-27 10:17:00,166,2,433.74
12494,2011-11-24 09:34:00,16,7,1246.1
12497,2011-09-19 12:29:00,82,1,1043.1
12498,2011-11-18 12:53:00,22,3,403.70000000000005
12500,2011-11-16 16:20:00,24,11,4257.82
12501,2011-01-07 12:28:00,337,1,2169.39
12502,2011-09-05 11:52:00,96,5,3723.87
12504,2011-11-21 16:02:00,19,2,482.04999999999995
12506,2011-04-21 08:54:00,233,1,73.5
12507,2011-07-28 17:09:00,135,3,1304.81
12508,2011-11-13 15:37:00,27,2,397.88
12509,2011-02-28 14:45:00,285,1,176.5
12510,2011-07-20 10:15:00,143,2,982.5699999999999
12512,2011-10-04 14:55:00,67,2,132.18
12513,2011-08-19 10:51:00,113,1,612.29
12514,2011-03-17 16:38:00,268,1,1017.6800000000001
12515,2010-12-21 15:43:00,354,1,383.7
12516,2011-09-23 09:13:00,78,2,1312.06
12517,2011-11-11 14:04:00,29,5,2481.6
12518,2011-12-09 10:13:00,1,5,2056.89
12519,2011-10-07 09:26:00,64,1,330.84000000000003
12520,2011-09-21 15:23:00,80,5,2634.26
12521,2011-07-20 10:51:00,143,1,599.68
12522,2011-10-31 15:30:00,40,2,192.72
12523,2011-11-20 12:55:00,20,11,1789.77
12524,2011-11-30 15:31:00,10,8,4485.72
12526,2011-12-09 12:09:00,1,3,1316.66
12527,2011-09-19 11:55:00,82,3,348.71000000000004
12528,2011-11-30 14:40:00,10,6,1933.48
12530,2011-10-11 12:34:00,60,4,1662.28
12531,2011-11-25 11:12:00,15,1,125.22
12532,2011-11-09 13:47:00,31,1,349.83000000000004
12534,2011-08-01 10:26:00,131,1,1089.18
12535,2011-09-09 08:48:00,92,2,716.35
12536,2011-10-27 14:20:00,44,3,12601.830000000002
12538,2011-11-10 17:16:00,30,1,363.95
12539,2011-11-17 13:30:00,23,4,5568.35
12540,2011-11-20 11:31:00,20,17,13400.24
12541,2011-11-10 10:40:00,30,3,981.18
12544,2011-11-03 16:15:00,37,1,372.7
12545,2011-09-25 13:39:00,76,2,1000.39
12546,2011-10-24 12:09:00,47,2,1161.5
12547,2011-05-26 12:38:00,198,2,207.8
12548,2011-06-26 15:35:00,167,1,95.19999999999999
12550,2011-09-21 14:35:00,80,1,964.83
12551,2010-12-17 11:23:00,358,1,168.0
12552,2011-11-01 10:02:00,39,2,437.82
12553,2011-12-01 16:38:00,9,10,3692.28
12556,2011-10-20 13:06:00,51,2,599.56
12557,2011-11-23 16:59:00,17,5,11990.960000000001
12558,2011-12-02 10:41:00,8,1,269.96
12559,2011-02-02 09:49:00,311,2,561.71
12560,2011-12-04 13:54:00,6,3,2134.01
12561,2011-02-10 11:39:00,303,1,238.85
12562,2011-12-01 17:20:00,9,7,3781.7400000000002
12564,2011-03-23 14:55:00,262,1,456.90000000000003
12565,2011-02-24 10:34:00,289,1,145.92000000000002
12566,2011-09-14 14:30:00,87,1,351.65
12567,2011-11-17 11:02:00,23,10,9401.28
12569,2011-12-07 16:24:00,3,32,4124.6900000000005
12571,2011-10-31 10:19:00,40,2,519.61
12572,2011-12-01 09:20:00,9,2,1020.4200000000001
12573,2011-04-26 15:52:00,228,1,160.54000000000002
12574,2011-01-28 09:20:00,316,1,218.45000000000002
12576,2011-11-04 10:11:00,36,5,1315.83
12577,2011-11-04 13:24:00,36,3,626.6
12578,2011-11-18 13:30:00,22,2,2794.51
12579,2011-09-22 17:15:00,79,1,440.42
12580,2011-04-07 10:24:00,247,1,415.7
12581,2011-10-31 08:56:00,40,1,197.71
12582,2011-04-15 08:45:00,239,2,511.36
12583,2011-12-07 08:07:00,3,15,7281.38
12584,2011-12-06 09:35:00,4,9,2338.15
12585,2011-04-19 13:39:00,235,2,2040.1
12586,2011-11-22 16:24:00,18,1,196.94000000000003
12587,2011-12-02 12:47:00,8,1,144.0
12588,2011-10-31 15:01:00,40,1,214.89999999999998
12589,2011-11-11 10:19:00,29,2,646.68
12590,2011-05-12 14:52:00,212,2,9864.26
12591,2011-01-26 14:35:00,318,1,452.84999999999997
12592,2011-09-08 15:04:00,93,2,437.6
12593,2011-08-23 12:43:00,109,3,418.1
12594,2011-11-02 12:20:00,38,10,3338.2200000000003
12596,2011-10-19 13:02:00,52,2,618.27
12597,2011-11-20 13:33:00,20,4,3811.22
12598,2011-11-30 12:18:00,10,8,3023.08
12599,2011-11-10 13:34:00,30,7,1032.58
12600,2011-11-11 10:29:00,29,10,2599.04
12601,2011-06-03 10:17:00,190,5,577.0600000000001
12602,2011-10-12 11:22:00,59,1,153.12
12603,2011-11-18 10:42:00,22,1,739.1999999999999
12604,2011-09-21 14:08:00,80,2,254.18
12607,2011-10-10 16:06:00,61,1,1579.51
12609,2011-09-22 16:34:00,79,3,1126.85
12610,2011-11-17 09:34:00,23,5,2099.54
12611,2011-10-18 13:12:00,53,1,1193.32
12612,2011-09-26 15:35:00,75,1,704.04
12613,2011-10-13 14:59:00,58,5,3344.38
12614,2011-03-07 10:22:00,278,1,315.6
12615,2011-12-07 15:02:00,3,4,2291.19
12616,2011-09-05 15:17:00,96,2,713.3
12617,2011-11-10 14:39:00,30,1,352.98
12618,2011-11-18 11:10:00,22,1,177.31
12619,2011-11-23 14:52:00,17,9,3641.24
12620,2011-11-25 10:20:00,15,3,1339.41
12621,2011-12-08 11:25:00,2,20,13689.67
12622,2011-04-21 16:39:00,233,1,180.1
12623,2011-03-08 13:50:00,277,1,305.1
12624,2011-08-25 15:04:00,107,2,641.13
12625,2011-05-12 09:54:00,212,2,2683.82
12626,2011-11-16 16:06:00,24,9,6620.4800000000005
12627,2011-11-29 12:07:00,11,7,4478.53
12628,2011-12-05 13:15:00,5,3,786.46
12630,2011-11-30 10:48:00,10,2,1270.88
12631,2011-10-13 13:53:00,58,1,640.5
12633,2011-10-12 11:40:00,59,4,2163.98
12635,2011-09-11 11:04:00,90,2,1689.18
12637,2011-10-03 13:46:00,68,8,6002.9
12638,2011-11-06 13:11:00,34,1,671.69
12639,2011-04-15 12:48:00,239,1,486.1
12640,2011-11-16 11:52:00,24,3,1174.58
12641,2011-08-16 13:26:00,116,1,185.9
12642,2011-11-14 15:03:00,26,3,1013.26
12643,2011-08-03 12:56:00,129,6,3344.64
12644,2011-08-02 10:33:00,130,1,477.90999999999997
12645,2011-11-06 12:38:00,34,4,1775.18
12646,2011-12-05 10:14:00,5,2,1346.97
12647,2011-11-17 12:56:00,23,12,3722.82
12648,2011-07-08 11:55:00,155,1,318.05
12649,2011-08-24 14:41:00,108,3,623.51
12650,2011-12-06 16:34:00,4,1,314.44
12651,2011-01-09 12:46:00,335,1,114.0
12652,2011-01-12 15:00:00,332,1,919.98
12653,2011-07-14 10:41:00,149,2,2209.85
12654,2011-11-29 10:10:00,11,5,601.98
12656,2011-11-22 13:42:00,18,5,4051.17
12657,2011-11-28 15:47:00,12,4,1643.18
12658,2011-11-21 10:22:00,19,1,686.05
12659,2011-11-10 11:53:00,30,1,91.68
12660,2011-11-28 13:26:00,12,1,245.10000000000002
12662,2011-12-09 11:59:00,1,11,3849.78
12664,2011-12-01 17:07:00,9,9,4881.88
12665,2011-01-19 08:34:00,325,1,63.0
12667,2011-10-12 17:00:00,59,1,620.13
12668,2011-11-28 10:56:00,12,4,3807.15
12669,2011-07-12 09:54:00,151,3,2744.0299999999997
12670,2011-11-29 15:23:00,11,5,2996.05
12672,2011-01-14 09:20:00,330,1,225.9
12673,2011-12-04 13:55:00,6,2,610.52
12674,2011-11-01 12:12:00,39,4,1970.6
12676,2011-11-15 12:25:00,25,6,1331.39
12678,2011-10-28 13:04:00,43,12,17628.46
12679,2011-10-12 12:30:00,59,4,1113.02
12680,2011-12-09 12:50:00,1,4,862.81
12681,2011-11-25 11:33:00,15,22,13787.54
12682,2011-12-06 10:00:00,4,31,12279.82
12683,2011-12-05 16:31:00,5,15,8476.57
12684,2011-12-02 09:53:00,8,7,2283.63
12685,2011-11-11 13:46:00,29,6,2863.08
12686,2010-12-03 09:51:00,372,1,89.14
12688,2011-08-18 08:49:00,114,1,4873.81
12689,2011-11-14 08:31:00,26,2,1247.6100000000001
12690,2011-05-18 09:09:00,206,1,389.01
12691,2011-11-11 16:49:00,29,6,1035.8
12693,2011-08-04 17:51:00,128,4,855.91
12694,2011-09-30 13:06:00,71,2,869.67
12695,2011-12-02 13:22:00,8,4,582.1
12697,2011-11-11 08:47:00,29,3,957.59
12700,2011-12-02 10:47:00,8,4,4939.99
12701,2011-09-21 10:47:00,80,2,797.71
12702,2011-11-20 10:36:00,20,1,219.0
12703,2011-09-29 17:52:00,72,1,283.55
12704,2011-12-02 13:15:00,8,8,2340.84
12705,2011-11-24 13:17:00,16,9,6868.29
12707,2011-02-21 08:38:00,292,1,603.42
12708,2011-11-10 09:52:00,30,10,2712.91
12709,2011-11-24 15:38:00,16,15,9706.52
12710,2011-09-04 12:00:00,97,3,1149.02
12712,2011-11-11 08:19:00,29,13,4396.13
12713,2011-12-09 12:16:00,1,1,848.55
12714,2011-11-30 15:43:00,10,5,4708.86
12715,2011-08-25 15:22:00,107,1,343.36
12716,2011-12-06 08:55:00,4,2,1053.49
12717,2011-07-11 14:47:00,152,2,1030.98
12718,2011-09-29 16:38:00,72,1,238.25
12719,2011-12-04 13:45:00,6,2,644.95
12720,2011-12-07 08:03:00,3,25,5781.7300000000005
12721,2011-11-08 12:13:00,32,6,2656.13
12722,2011-09-15 14:50:00,86,4,997.63
12723,2011-12-06 10:19:00,4,5,725.07
12724,2011-12-04 16:02:00,6,4,1031.41
12725,2010-12-03 15:45:00,372,1,427.8
12726,2011-11-11 13:35:00,29,7,2609.1
12727,2011-11-29 11:46:00,11,7,3980.7000000000003
12728,2011-09-29 15:31:00,72,4,836.33
12729,2011-08-18 11:40:00,114,1,453.01
12731,2011-11-16 11:59:00,24,12,18895.91
12732,2011-06-13 11:33:00,180,1,236.26000000000002
12733,2011-04-19 16:19:00,235,1,383.95
12734,2010-12-22 12:47:00,353,1,110.39999999999999
12735,2011-01-28 13:37:00,316,2,779.5699999999999
12736,2011-01-11 07:57:00,333,1,234.0
12738,2010-12-02 18:27:00,373,1,155.35
12739,2011-09-22 13:00:00,79,2,1013.04
12740,2011-10-07 10:44:00,64,1,427.6
12743,2011-07-28 16:21:00,135,2,540.13
12744,2011-10-19 11:18:00,52,7,21279.29
12747,2011-12-07 14:34:00,3,11,4196.01
12748,2011-12-09 12:20:00,1,209,33053.19
12749,2011-12-06 09:56:00,4,5,4090.88
12750,2011-08-03 09:13:00,129,1,275.88
12752,2011-09-19 13:32:00,82,1,4366.78
12753,2011-11-17 10:52:00,23,6,21429.39
12754,2011-04-18 09:00:00,236,3,3010.74
12755,2011-03-04 12:42:00,281,2,3811.9500000000003
12756,2011-09-14 09:31:00,87,1,112.08
12757,2011-11-24 12:30:00,16,13,7834.650000000001
12758,2011-08-15 10:22:00,117,2,2791.59
12759,2011-10-18 14:49:00,53,3,1531.44
12762,2011-12-02 10:23:00,8,2,1898.52
12763,2011-07-24 14:12:00,139,2,494.08
12764,2011-01-27 10:19:00,317,1,1693.88
12766,2011-12-06 08:46:00,4,7,6989.63
12769,2011-04-15 10:25:00,239,1,1143.6
12770,2011-05-13 09:33:00,211,1,1351.45
12772,2011-10-11 09:19:00,60,1,892.47
12775,2011-11-22 16:33:00,18,5,1386.04
12778,2011-11-20 11:30:00,20,6,822.23
12779,2011-11-02 11:43:00,38,8,3981.36
12781,2011-10-07 10:37:00,64,2,826.74
12782,2011-12-05 09:16:00,5,5,2330.92
12783,2011-12-07 15:56:00,3,6,2225.91
12784,2011-11-30 15:38:00,10,2,532.82
12785,2010-12-10 13:48:00,365,1,311.95
12787,2011-11-30 08:44:00,10,3,463.66
12789,2011-10-05 13:34:00,66,1,91.85
12790,2011-05-31 14:14:00,193,1,324.92
12791,2010-12-01 11:27:00,374,1,192.60000000000002
12792,2011-03-28 11:36:00,257,1,400.54
12793,2011-01-09 12:12:00,335,2,545.48
12794,2011-10-17 14:54:00,54,2,860.41
12795,2011-11-21 10:27:00,19,1,430.48
12797,2010-12-09 10:55:00,366,1,254.03
12798,2011-11-29 15:52:00,11,3,6977.04
12802,2011-06-06 09:36:00,187,1,427.58
12808,2011-11-03 10:05:00,37,3,483.65000000000003
12809,2011-06-15 10:51:00,178,1,489.31
12811,2011-03-24 09:42:00,261,3,514.85
12812,2011-10-26 09:54:00,45,1,229.64000000000001
12814,2011-08-30 12:11:00,102,1,125.92
12815,2011-07-15 10:21:00,148,2,1063.46
12816,2011-09-05 12:41:00,96,2,572.2
12817,2011-03-03 16:28:00,282,1,166.04000000000002
12818,2011-03-23 12:06:00,262,1,1542.08
12820,2011-12-06 15:12:00,4,4,942.34
12821,2011-05-09 15:51:00,215,1,92.72
12822,2011-09-30 10:04:00,71,2,948.88
12823,2011-09-26 07:35:00,75,5,1759.5
12824,2011-10-11 12:49:00,60,1,397.12
12826,2011-12-07 10:25:00,3,7,1474.72
12827,2011-12-04 12:17:00,6,3,430.15
12828,2011-12-07 08:45:00,3,6,1018.71
12829,2011-01-07 11:13:00,337,2,293.0
12830,2011-11-02 11:54:00,38,6,6814.64
12831,2011-03-22 13:02:00,263,1,215.05
12832,2011-11-07 13:30:00,33,2,383.03000000000003
12833,2011-07-17 13:46:00,146,1,417.38
12834,2011-03-02 09:49:00,283,1,312.38
12836,2011-10-11 15:10:00,60,4,2610.36
12837,2011-06-19 16:07:00,174,1,134.1
12838,2011-11-06 12:20:00,34,2,671.95
12839,2011-12-07 12:33:00,3,14,5591.42
12840,2011-07-19 09:29:00,144,4,2726.77
12841,2011-12-05 11:13:00,5,25,3991.58
12842,2011-09-30 15:33:00,71,2,1118.99
12843,2011-10-05 12:09:00,66,8,1702.26
12844,2011-11-10 13:31:00,30,2,325.96000000000004
12845,2011-03-17 13:34:00,268,4,354.09000000000003
12847,2011-11-17 13:16:00,23,1,843.64
12849,2011-11-08 13:41:00,32,2,1010.29
12851,2011-09-04 12:41:00,97,1,131.81
12852,2011-02-18 08:47:00,295,1,311.55
12853,2011-07-28 11:29:00,135,6,1957.1000000000001
12854,2011-09-22 12:15:00,79,3,1316.25
12855,2010-12-02 09:37:00,373,1,38.1
12856,2011-12-02 10:52:00,8,6,2170.78
12857,2011-05-13 10:20:00,211,2,1106.4
12863,2011-10-18 14:15:00,53,1,521.2
12864,2011-07-24 13:03:00,139,1,147.12
12865,2011-11-13 14:31:00,27,2,1568.23
12866,2011-03-01 14:11:00,284,1,559.12
12867,2011-11-13 15:30:00,27,7,4009.34
12868,2011-06-07 10:42:00,186,6,1607.0600000000002
12871,2011-09-16 15:07:00,85,2,380.64
12872,2011-01-17 10:52:00,327,2,599.97
12873,2011-03-02 14:58:00,283,1,374.0
12875,2011-07-19 15:30:00,144,2,343.2300000000001
12876,2011-10-13 12:26:00,58,2,2218.02
12877,2011-12-06 10:30:00,4,12,1535.77
12878,2011-04-17 13:07:00,237,2,854.99
12879,2011-10-26 12:24:00,45,3,573.22
12881,2011-03-09 11:44:00,276,1,298.0
12882,2011-11-30 16:18:00,10,2,1463.04
12883,2011-11-15 09:32:00,25,4,703.47
12884,2011-09-12 13:10:00,89,1,309.05
12885,2011-10-07 13:40:00,64,3,1175.22
12886,2011-10-03 10:09:00,68,2,1378.4
12888,2011-05-09 16:02:00,215,2,354.12
12890,2011-11-15 17:26:00,25,1,376.71999999999997
12891,2011-06-07 12:31:00,186,3,331.0
12893,2011-11-09 12:34:00,31,1,176.55
12895,2011-10-28 13:51:00,43,2,372.8
12897,2011-05-19 12:13:00,205,2,216.5
12901,2011-12-01 10:07:00,9,28,17654.54
12902,2011-03-20 12:06:00,265,1,138.68
12904,2011-11-21 14:34:00,19,2,496.06
12906,2011-11-28 09:55:00,12,5,2919.81
12908,2011-06-16 15:39:00,177,2,750.0
12909,2011-10-31 12:43:00,40,5,2178.67
12910,2011-11-16 14:28:00,24,8,3075.04
12912,2011-12-07 08:55:00,3,5,1662.3
12913,2011-12-05 12:11:00,5,5,2483.63
12915,2011-07-14 11:34:00,149,2,363.65
12916,2011-07-24 10:35:00,139,4,2944.95
12917,2011-08-03 16:42:00,129,1,594.0
12919,2011-12-01 13:47:00,9,6,1335.19
12920,2011-11-22 15:05:00,18,1,162.78
12921,2011-11-30 16:22:00,10,37,16587.09
12922,2011-07-01 15:35:00,162,1,405.38
12923,2011-10-06 16:20:00,65,1,172.82
12924,2011-09-12 13:55:00,89,4,933.7
12925,2011-12-05 11:11:00,5,2,694.05
12928,2011-11-04 14:24:00,36,5,2062.7
12929,2011-02-01 12:08:00,312,1,117.85
12930,2011-09-22 15:18:00,79,2,415.8
12931,2011-11-18 12:39:00,22,15,42055.96
12933,2011-11-15 16:38:00,25,3,607.53
12935,2011-12-07 17:25:00,3,7,2160.7
12936,2011-11-22 17:32:00,18,4,1063.9
12937,2011-11-24 15:05:00,16,4,1504.27
12938,2011-11-14 11:21:00,26,1,114.14
12939,2011-10-06 14:33:00,65,8,11581.8
12940,2011-10-16 12:09:00,55,2,899.69
12942,2011-07-31 14:39:00,132,3,675.6
12944,2011-11-04 11:04:00,36,2,604.51
12945,2011-02-24 14:15:00,289,1,462.95
12947,2011-07-19 10:06:00,144,6,1603.99
12948,2011-11-23 17:10:00,17,7,2064.95
12949,2011-11-09 11:25:00,31,8,4167.22
12950,2011-12-07 13:17:00,3,3,1843.0
12951,2011-12-01 12:14:00,9,6,1064.07
12952,2011-12-04 10:35:00,6,4,1387.79
12953,2011-11-30 09:24:00,10,1,329.85
12955,2011-12-08 16:29:00,2,11,4757.16
12956,2011-02-06 16:08:00,307,1,108.07
12957,2011-11-30 09:53:00,10,8,4017.54
12962,2011-12-02 15:55:00,8,2,266.39
12963,2011-12-01 12:55:00,9,8,1856.63
12965,2011-09-11 15:31:00,90,1,769.8100000000001
12966,2011-11-30 12:38:00,10,1,160.18
12967,2010-12-16 19:10:00,359,2,1660.9
12968,2011-08-19 15:44:00,113,1,135.95
12970,2011-12-02 14:30:00,8,4,405.47
12971,2011-12-06 12:20:00,4,86,11189.91
12974,2011-05-26 09:33:00,198,1,144.8
12976,2011-05-12 09:55:00,212,1,738.6
12977,2011-07-06 16:40:00,157,1,39.239999999999995
12980,2011-07-05 09:34:00,158,9,7374.900000000001
12981,2011-11-10 12:00:00,30,2,372.21999999999997
12982,2011-04-11 11:51:00,243,1,390.54
12984,2011-11-21 12:37:00,19,1,97.5
12985,2011-12-09 10:46:00,1,2,1239.38
12987,2011-09-27 12:03:00,74,2,558.7
12988,2011-02-20 14:31:00,293,1,505.82
12989,2011-12-06 15:28:00,4,15,6924.11
12990,2011-11-08 13:01:00,32,3,409.5
12991,2011-11-16 15:34:00,24,2,503.76
12993,2011-11-16 15:49:00,24,4,414.76
12994,2011-12-05 15:43:00,5,3,974.42
12995,2011-09-15 15:44:00,86,1,211.32
12997,2011-11-17 15:47:00,23,4,1226.89
12999,2011-05-27 13:24:00,197,3,455.88
13000,2011-08-25 10:43:00,107,3,534.85
13001,2011-12-05 14:51:00,5,13,9785.970000000001
13002,2011-01-25 15:18:00,319,1,120.95
13003,2011-08-26 10:50:00,106,3,149.05
13004,2011-11-28 11:27:00,12,18,5655.91
13005,2011-06-19 10:53:00,174,2,513.7
13006,2011-10-14 13:49:00,57,1,81.57
13008,2011-01-20 14:24:00,324,1,229.47
13011,2010-12-02 17:22:00,373,1,50.550000000000004
13012,2011-11-30 13:05:00,10,8,1646.8400000000001
13013,2011-12-08 15:01:00,2,13,4810.9400000000005
13014,2011-11-29 12:27:00,11,10,3466.28
13015,2011-10-17 13:19:00,54,5,3339.64
13016,2011-09-27 14:08:00,74,3,789.89
13017,2011-12-02 15:53:00,8,1,204.0
13018,2011-11-23 13:28:00,17,28,7277.7
13021,2011-12-05 16:37:00,5,9,2616.38
13023,2011-10-06 16:27:00,65,2,689.9
13026,2011-12-08 16:58:00,2,5,975.36
13027,2011-08-18 09:39:00,114,6,6912.0
13028,2011-11-17 11:10:00,23,2,661.3199999999999
13029,2011-11-09 09:13:00,31,3,1247.5
13030,2011-11-28 14:30:00,12,2,752.44
13032,2011-10-18 15:54:00,53,2,1010.1800000000001
13033,2010-12-17 14:23:00,358,1,190.55
13034,2011-10-16 12:21:00,55,2,642.77
13035,2011-09-27 08:57:00,74,2,921.88
13037,2011-07-24 15:46:00,139,3,881.07
13038,2011-09-20 14:37:00,81,3,908.46
13040,2011-12-01 10:38:00,9,2,676.99
13043,2011-03-11 14:52:00,274,1,516.42
13044,2011-02-21 15:20:00,292,1,560.47
13045,2011-09-01 15:04:00,100,1,305.28000000000003
13046,2011-11-09 08:36:00,31,2,629.31
13047,2011-11-08 12:06:00,32,10,3237.54
13048,2011-11-25 13:23:00,15,4,1819.41
13049,2011-10-06 15:31:00,65,2,656.6800000000001
13050,2011-11-25 09:18:00,15,17,5836.86
13052,2011-05-11 14:12:00,213,1,348.15000000000003
13055,2011-09-22 14:26:00,79,3,1214.41
13058,2011-11-15 12:43:00,25,3,271.40000000000003
13059,2011-04-04 10:40:00,250,1,183.4
13060,2011-03-31 11:37:00,254,1,307.53000000000003
13061,2011-09-28 16:04:00,73,1,248.61
13062,2011-06-01 15:12:00,192,1,346.98
13064,2011-11-27 12:31:00,13,4,1105.59
13065,2010-12-01 16:52:00,374,1,205.86
13066,2011-11-15 12:57:00,25,2,470.8
13067,2011-09-18 13:38:00,83,1,115.46000000000001
13068,2011-11-29 15:00:00,11,2,344.0
13069,2011-12-09 08:39:00,1,24,4431.44
13070,2011-05-31 13:45:00,193,1,228.8
13072,2011-03-18 08:12:00,267,1,177.15
13075,2011-08-02 10:19:00,130,1,919.61
13077,2011-12-08 19:24:00,2,4,728.02
13078,2011-12-06 15:36:00,4,26,12627.94
