InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,__RawRowID,IsCancellation,IsNegativeQuantity,IsZeroQuantity,IsInvalidQuantity,IsNegativeUnitPrice,IsZeroUnitPrice,IsInvalidUnitPrice,IsInvalidInvoiceDate,IsMissingCustomerID,IsMissingDescription,IsCancellationReturnOrInvalid
C536548,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2010-12-01 14:33:00,2.95,12472,Germany,1975,True,True,False,True,False,False,False,False,False,False,True
C536548,22892,SET OF SALT AND PEPPER TOADSTOOLS,-7,2010-12-01 14:33:00,1.25,12472,Germany,1976,True,True,False,True,False,False,False,False,False,False,True
C536548,22654,DELUXE SEWING KIT,-1,2010-12-01 14:33:00,5.95,12472,Germany,1977,True,True,False,True,False,False,False,False,False,False,True
C536548,22767,TRIPLE PHOTO FRAME CORNICE,-2,2010-12-01 14:33:00,9.95,12472,Germany,1978,True,True,False,True,False,False,False,False,False,False,True
C536548,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2010-12-01 14:33:00,1.65,12472,Germany,1979,True,True,False,True,False,False,False,False,False,False,True
C536548,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-2,2010-12-01 14:33:00,0.85,12472,Germany,1980,True,True,False,True,False,False,False,False,False,False,True
C536548,22077,6 RIBBONS RUSTIC CHARM,-6,2010-12-01 14:33:00,1.65,12472,Germany,1981,True,True,False,True,False,False,False,False,False,False,True
C536548,22631,CIRCUS PARADE LUNCH BOX,-1,2010-12-01 14:33:00,1.95,12472,Germany,1982,True,True,False,True,False,False,False,False,False,False,True
C536548,22168,ORGANISER WOOD ANTIQUE WHITE,-2,2010-12-01 14:33:00,8.5,12472,Germany,1983,True,True,False,True,False,False,False,False,False,False,True
C536548,21218,RED SPOTTY BISCUIT TIN,-3,2010-12-01 14:33:00,3.75,12472,Germany,1984,True,True,False,True,False,False,False,False,False,False,True
C536548,20957,PORCELAIN HANGING BELL SMALL,-1,2010-12-01 14:33:00,1.45,12472,Germany,1985,True,True,False,True,False,False,False,False,False,False,True
C536548,22580,ADVENT CALENDAR GINGHAM SACK,-4,2010-12-01 14:33:00,5.95,12472,Germany,1986,True,True,False,True,False,False,False,False,False,False,True
536549,85226A,,1,2010-12-01 14:34:00,0.0,,United Kingdom,1987,False,False,False,False,False,True,True,False,True,True,True
536550,85044,,1,2010-12-01 14:34:00,0.0,,United Kingdom,1988,False,False,False,False,False,True,True,False,True,True,True
536552,20950,,1,2010-12-01 14:34:00,0.0,,United Kingdom,2024,False,False,False,False,False,True,True,False,True,True,True
536553,37461,,3,2010-12-01 14:35:00,0.0,,United Kingdom,2025,False,False,False,False,False,True,True,False,True,True,True
536554,84670,,23,2010-12-01 14:35:00,0.0,,United Kingdom,2026,False,False,False,False,False,True,True,False,True,True,True
536589,21777,,-10,2010-12-01 16:50:00,0.0,,United Kingdom,2406,False,True,False,True,False,True,True,False,True,True,True
C536606,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,2010-12-02 09:10:00,2.95,14092,United Kingdom,3170,True,True,False,True,False,False,False,False,False,False,True
C536622,22752,SET 7 BABUSHKA NESTING BOXES,-2,2010-12-02 10:37:00,8.5,12471,Germany,3338,True,True,False,True,False,False,False,False,False,False,True
C536625,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,2010-12-02 10:46:00,14.95,14766,United Kingdom,3410,True,True,False,True,False,False,False,False,False,False,True
C536642,21463,MIRRORED DISCO BALL,-1,2010-12-02 11:56:00,5.95,14390,United Kingdom,3693,True,True,False,True,False,False,False,False,False,False,True
C536734,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2010-12-02 12:50:00,4.25,16042,United Kingdom,3911,True,True,False,True,False,False,False,False,False,False,True
C536734,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2010-12-02 12:50:00,7.95,16042,United Kingdom,3912,True,True,False,True,False,False,False,False,False,False,True
C536737,22798,ANTIQUE GLASS DRESSING TABLE POT,-2,2010-12-02 13:05:00,2.95,15922,United Kingdom,3919,True,True,False,True,False,False,False,False,False,False,True
C536757,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9360,2010-12-02 14:23:00,0.03,15838,United Kingdom,4287,True,True,False,True,False,False,False,False,False,False,True
C536758,21314,SMALL GLASS HEART TRINKET POT,-1,2010-12-02 14:25:00,2.1,13767,United Kingdom,4288,True,True,False,True,False,False,False,False,False,False,True
C536760,22175,PINK OWL SOFT TOY,-1,2010-12-02 14:29:00,2.95,17547,United Kingdom,4306,True,True,False,True,False,False,False,False,False,False,True
C536760,22273,FELTCRAFT DOLL MOLLY,-3,2010-12-02 14:29:00,2.95,17547,United Kingdom,4307,True,True,False,True,False,False,False,False,False,False,True
536764,84952C,,-38,2010-12-02 14:42:00,0.0,,United Kingdom,4347,False,True,False,True,False,True,True,False,True,True,True
536765,84952C,,19,2010-12-02 14:43:00,0.0,,United Kingdom,4348,False,False,False,False,False,True,True,False,True,True,True
C536807,22501,PICNIC BASKET WICKER LARGE,-2,2010-12-02 16:45:00,9.95,15834,United Kingdom,4836,True,True,False,True,False,False,False,False,False,False,True
C536807,22778,GLASS CLOCHE SMALL,-1,2010-12-02 16:45:00,3.95,15834,United Kingdom,4837,True,True,False,True,False,False,False,False,False,False,True
C536812,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,-36,2010-12-02 16:58:00,0.85,16546,United Kingdom,4853,True,True,False,True,False,False,False,False,False,False,True
C536812,22574,HEART WOODEN CHRISTMAS DECORATION,-192,2010-12-02 16:58:00,0.72,16546,United Kingdom,4854,True,True,False,True,False,False,False,False,False,False,True
C536812,22593,CHRISTMAS GINGHAM STAR,-144,2010-12-02 16:58:00,0.72,16546,United Kingdom,4855,True,True,False,True,False,False,False,False,False,False,True
C536812,22595,CHRISTMAS GINGHAM HEART,-144,2010-12-02 16:58:00,0.72,16546,United Kingdom,4856,True,True,False,True,False,False,False,False,False,False,True
C536812,22588,CARD HOLDER GINGHAM HEART,-192,2010-12-02 16:58:00,2.1,16546,United Kingdom,4857,True,True,False,True,False,False,False,False,False,False,True
C536812,22130,PARTY CONE CHRISTMAS DECORATION,-144,2010-12-02 16:58:00,0.72,16546,United Kingdom,4858,True,True,False,True,False,False,False,False,False,False,True
C536814,21527,RED RETROSPOT TRADITIONAL TEAPOT,-2,2010-12-02 17:03:00,7.95,13958,United Kingdom,4876,True,True,False,True,False,False,False,False,False,False,True
C536814,72799E,IVORY PILLAR CANDLE SILVER FLOCK,-6,2010-12-02 17:03:00,2.95,13958,United Kingdom,4877,True,True,False,True,False,False,False,False,False,False,True
C536814,85066,CREAM SWEETHEART MINI CHEST,-2,2010-12-02 17:03:00,12.75,13958,United Kingdom,4878,True,True,False,True,False,False,False,False,False,False,True
C536814,21586,KINGS CHOICE GIANT TUBE MATCHES,-12,2010-12-02 17:03:00,2.55,13958,United Kingdom,4879,True,True,False,True,False,False,False,False,False,False,True
C536814,21258,VICTORIAN SEWING BOX LARGE,-1,2010-12-02 17:03:00,12.75,13958,United Kingdom,4880,True,True,False,True,False,False,False,False,False,False,True
C536815,85175,CACTI T-LIGHT CANDLES,-1,2010-12-02 17:05:00,0.42,14443,United Kingdom,4881,True,True,False,True,False,False,False,False,False,False,True
C536815,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2010-12-02 17:05:00,1.25,14443,United Kingdom,4882,True,True,False,True,False,False,False,False,False,False,True
C536816,21129,SILVER FISHING GNOME,-2,2010-12-02 17:06:00,6.95,14443,United Kingdom,4883,True,True,False,True,False,False,False,False,False,False,True
C536817,22187,GREEN CHRISTMAS TREE CARD HOLDER,-1,2010-12-02 17:08:00,4.25,14156,EIRE,4884,True,True,False,True,False,False,False,False,False,False,True
C536817,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:08:00,3.25,14156,EIRE,4885,True,True,False,True,False,False,False,False,False,False,True
C536818,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2010-12-02 17:09:00,1.25,16995,United Kingdom,4886,True,True,False,True,False,False,False,False,False,False,True
C536820,22877,NUMBER TILE COTTAGE GARDEN 9,-1,2010-12-02 17:14:00,1.95,18168,United Kingdom,4904,True,True,False,True,False,False,False,False,False,False,True
C536820,22869,NUMBER TILE COTTAGE GARDEN 1,-1,2010-12-02 17:14:00,1.95,18168,United Kingdom,4905,True,True,False,True,False,False,False,False,False,False,True
C536820,22878,NUMBER TILE COTTAGE GARDEN No,-1,2010-12-02 17:14:00,2.1,18168,United Kingdom,4906,True,True,False,True,False,False,False,False,False,False,True
C536820,21843,RED RETROSPOT CAKE STAND,-1,2010-12-02 17:14:00,10.95,18168,United Kingdom,4907,True,True,False,True,False,False,False,False,False,False,True
C536822,22847,BREAD BIN DINER STYLE IVORY,-2,2010-12-02 17:19:00,16.95,14625,United Kingdom,4931,True,True,False,True,False,False,False,False,False,False,True
C536822,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2010-12-02 17:19:00,3.75,14625,United Kingdom,4932,True,True,False,True,False,False,False,False,False,False,True
C536825,22617,BAKING SET SPACEBOY DESIGN,-1,2010-12-02 17:27:00,4.95,15384,United Kingdom,4937,True,True,False,True,False,False,False,False,False,False,True
C536825,22197,SMALL POPCORN HOLDER,-2,2010-12-02 17:27:00,0.85,15384,United Kingdom,4938,True,True,False,True,False,False,False,False,False,False,True
C536826,35004B,SET OF 3 BLACK FLYING DUCKS,-2,2010-12-02 17:30:00,4.65,17924,United Kingdom,4939,True,True,False,True,False,False,False,False,False,False,True
C536826,35004B,SET OF 3 BLACK FLYING DUCKS,-3,2010-12-02 17:30:00,4.65,17924,United Kingdom,4940,True,True,False,True,False,False,False,False,False,False,True
C536827,21527,RED RETROSPOT TRADITIONAL TEAPOT,-3,2010-12-02 17:31:00,6.95,13408,United Kingdom,4941,True,True,False,True,False,False,False,False,False,False,True
C536828,22832,BROCANTE SHELF WITH HOOKS,-1,2010-12-02 17:35:00,10.75,14264,United Kingdom,4942,True,True,False,True,False,False,False,False,False,False,True
C536828,84946,ANTIQUE SILVER TEA GLASS ETCHED,-3,2010-12-02 17:35:00,1.25,14264,United Kingdom,4943,True,True,False,True,False,False,False,False,False,False,True
C536829,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-02 17:36:00,3.25,13295,United Kingdom,4944,True,True,False,True,False,False,False,False,False,False,True
C536850,22942,CHRISTMAS LIGHTS 10 SANTAS,-48,2010-12-03 09:47:00,7.65,14213,United Kingdom,5232,True,True,False,True,False,False,False,False,False,False,True
C536850,22689,DOORMAT MERRY CHRISTMAS RED,-50,2010-12-03 09:47:00,6.75,14213,United Kingdom,5233,True,True,False,True,False,False,False,False,False,False,True
C536850,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-50,2010-12-03 09:47:00,2.55,14213,United Kingdom,5234,True,True,False,True,False,False,False,False,False,False,True
C536850,22580,ADVENT CALENDAR GINGHAM SACK,-48,2010-12-03 09:47:00,4.95,14213,United Kingdom,5235,True,True,False,True,False,False,False,False,False,False,True
C536850,22186,RED STAR CARD HOLDER,-48,2010-12-03 09:47:00,2.55,14213,United Kingdom,5236,True,True,False,True,False,False,False,False,False,False,True
C536853,84678,CLASSICAL ROSE SMALL VASE,-1,2010-12-03 10:07:00,2.55,14679,United Kingdom,5259,True,True,False,True,False,False,False,False,False,False,True
C536854,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,2010-12-03 10:09:00,2.95,15240,United Kingdom,5260,True,True,False,True,False,False,False,False,False,False,True
C536854,22944,CHRISTMAS METAL POSTCARD WITH BELLS,-1,2010-12-03 10:09:00,1.25,15240,United Kingdom,5261,True,True,False,True,False,False,False,False,False,False,True
C536854,21871,SAVE THE PLANET MUG,-1,2010-12-03 10:09:00,1.25,15240,United Kingdom,5262,True,True,False,True,False,False,False,False,False,False,True
C536855,21527,RED RETROSPOT TRADITIONAL TEAPOT,-4,2010-12-03 10:11:00,7.95,18225,United Kingdom,5263,True,True,False,True,False,False,False,False,False,False,True
536941,22734,amazon,20,2010-12-03 12:08:00,0.0,,United Kingdom,6391,False,False,False,False,False,True,True,False,True,False,True
536942,22139,amazon,15,2010-12-03 12:08:00,0.0,,United Kingdom,6392,False,False,False,False,False,True,True,False,True,False,True
C536978,22776,SWEETHEART CAKESTAND 3 TIER,-1,2010-12-03 14:19:00,9.95,17954,United Kingdom,6781,True,True,False,True,False,False,False,False,False,False,True
C536979,84685,BEACH HUT KEY CABINET,-1,2010-12-03 14:23:00,3.75,17841,United Kingdom,6782,True,True,False,True,False,False,False,False,False,False,True
C536979,22630,DOLLY GIRL LUNCH BOX,-1,2010-12-03 14:23:00,1.95,17841,United Kingdom,6783,True,True,False,True,False,False,False,False,False,False,True
536995,35951,,57,2010-12-03 15:29:00,0.0,,United Kingdom,7187,False,False,False,False,False,True,True,False,True,True,True
536996,22712,,-20,2010-12-03 15:30:00,0.0,,United Kingdom,7188,False,True,False,True,False,True,True,False,True,True,True
536997,22028,,-20,2010-12-03 15:30:00,0.0,,United Kingdom,7189,False,True,False,True,False,True,True,False,True,True,True
536998,85067,,-6,2010-12-03 15:30:00,0.0,,United Kingdom,7190,False,True,False,True,False,True,True,False,True,True,True
536999,21421,,110,2010-12-03 15:32:00,0.0,,United Kingdom,7191,False,False,False,False,False,True,True,False,True,True,True
537000,21414,,-22,2010-12-03 15:32:00,0.0,,United Kingdom,7192,False,True,False,True,False,True,True,False,True,True,True
537001,21653,,-6,2010-12-03 15:33:00,0.0,,United Kingdom,7193,False,True,False,True,False,True,True,False,True,True,True
537002,21651,,70,2010-12-03 15:33:00,0.0,,United Kingdom,7194,False,False,False,False,False,True,True,False,True,True,True
537003,85126,,-2,2010-12-03 15:33:00,0.0,,United Kingdom,7195,False,True,False,True,False,True,True,False,True,True,True
537004,21814,,-30,2010-12-03 15:34:00,0.0,,United Kingdom,7196,False,True,False,True,False,True,True,False,True,True,True
537005,21692,,-70,2010-12-03 15:35:00,0.0,,United Kingdom,7197,False,True,False,True,False,True,True,False,True,True,True
537006,21648,,-130,2010-12-03 15:36:00,0.0,,United Kingdom,7198,False,True,False,True,False,True,True,False,True,True,True
537007,21172,,-80,2010-12-03 15:36:00,0.0,,United Kingdom,7199,False,True,False,True,False,True,True,False,True,True,True
537008,21161,,-120,2010-12-03 15:37:00,0.0,,United Kingdom,7200,False,True,False,True,False,True,True,False,True,True,True
537009,84534B,,-80,2010-12-03 15:38:00,0.0,,United Kingdom,7201,False,True,False,True,False,True,True,False,True,True,True
537010,22162,,-40,2010-12-03 15:38:00,0.0,,United Kingdom,7202,False,True,False,True,False,True,True,False,True,True,True
537011,22139,,-5,2010-12-03 15:38:00,0.0,,United Kingdom,7203,False,True,False,True,False,True,True,False,True,True,True
537012,21535,,-12,2010-12-03 15:39:00,0.0,,United Kingdom,7204,False,True,False,True,False,True,True,False,True,True,True
537013,35965,,-25,2010-12-03 15:40:00,0.0,,United Kingdom,7205,False,True,False,True,False,True,True,False,True,True,True
537014,21040,,-20,2010-12-03 15:40:00,0.0,,United Kingdom,7206,False,True,False,True,False,True,True,False,True,True,True
537015,37464,,-14,2010-12-03 15:41:00,0.0,,United Kingdom,7207,False,True,False,True,False,True,True,False,True,True,True
537016,21836,,-15,2010-12-03 15:41:00,0.0,,United Kingdom,7208,False,True,False,True,False,True,True,False,True,True,True
537017,47556B,,-69,2010-12-03 15:41:00,0.0,,United Kingdom,7209,False,True,False,True,False,True,True,False,True,True,True
537018,84562A,,-3,2010-12-03 15:42:00,0.0,,United Kingdom,7210,False,True,False,True,False,True,True,False,True,True,True
537019,37474,,-15,2010-12-03 15:43:00,0.0,,United Kingdom,7211,False,True,False,True,False,True,True,False,True,True,True
537020,21807,,-30,2010-12-03 15:43:00,0.0,,United Kingdom,7212,False,True,False,True,False,True,True,False,True,True,True
537021,21011,,-20,2010-12-03 15:43:00,0.0,,United Kingdom,7213,False,True,False,True,False,True,True,False,True,True,True
C537024,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,-36,2010-12-03 16:21:00,2.1,13941,United Kingdom,7278,True,True,False,True,False,False,False,False,False,False,True
537027,18098C,,-140,2010-12-03 16:36:00,0.0,,United Kingdom,7291,False,True,False,True,False,True,True,False,True,True,True
537028,21696,,-320,2010-12-03 16:36:00,0.0,,United Kingdom,7292,False,True,False,True,False,True,True,False,True,True,True
537029,37476,,-6,2010-12-03 16:37:00,0.0,,United Kingdom,7293,False,True,False,True,False,True,True,False,True,True,True
537032,21275,?,-30,2010-12-03 16:50:00,0.0,,United Kingdom,7313,False,True,False,True,False,True,True,False,True,False,True
C537039,22854,CREAM SWEETHEART EGG HOLDER,-1,2010-12-05 10:25:00,4.95,15708,United Kingdom,7437,True,True,False,True,False,False,False,False,False,False,True
C537039,20936,FORKED CACTUS CANDLE,-1,2010-12-05 10:25:00,2.95,15708,United Kingdom,7438,True,True,False,True,False,False,False,False,False,False,True
C537039,85175,CACTI T-LIGHT CANDLES,-1,2010-12-05 10:25:00,0.42,15708,United Kingdom,7439,True,True,False,True,False,False,False,False,False,False,True
C537043,22575,METAL MERRY CHRISTMAS WREATH,-6,2010-12-05 10:48:00,1.95,15351,United Kingdom,7520,True,True,False,True,False,False,False,False,False,False,True
C537043,11001,ASSTD DESIGN RACING CAR PEN,-1,2010-12-05 10:48:00,1.69,15351,United Kingdom,7521,True,True,False,True,False,False,False,False,False,False,True
C537132,22788,BROCANTE COAT RACK,-2,2010-12-05 12:29:00,8.5,15221,United Kingdom,8316,True,True,False,True,False,False,False,False,False,False,True
C537132,22184,CAKE STAND VICTORIAN FILIGREE LARGE,-1,2010-12-05 12:29:00,8.5,15221,United Kingdom,8317,True,True,False,True,False,False,False,False,False,False,True
C537132,71279,PINK GLASS CANDLEHOLDER,-2,2010-12-05 12:29:00,2.95,15221,United Kingdom,8318,True,True,False,True,False,False,False,False,False,False,True
C537132,22761,CHEST 7 DRAWER MA CAMPAGNE,-2,2010-12-05 12:29:00,21.95,15221,United Kingdom,8319,True,True,False,True,False,False,False,False,False,False,True
C537132,22769,CHALKBOARD KITCHEN ORGANISER,-8,2010-12-05 12:29:00,21.95,15221,United Kingdom,8320,True,True,False,True,False,False,False,False,False,False,True
C537132,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-3,2010-12-05 12:29:00,12.75,15221,United Kingdom,8321,True,True,False,True,False,False,False,False,False,False,True
C537143,20685,DOORMAT RED RETROSPOT,-1,2010-12-05 12:58:00,7.95,12748,United Kingdom,8685,True,True,False,True,False,False,False,False,False,False,True
C537157,35953,FOLKART STAR CHRISTMAS DECORATIONS,-24,2010-12-05 13:09:00,1.25,15880,United Kingdom,8952,True,True,False,True,False,False,False,False,False,False,True
C537164,D,Discount,-1,2010-12-05 13:21:00,29.29,14527,United Kingdom,9038,True,True,False,True,False,False,False,False,False,False,True
537197,22841,ROUND CAKE TIN VINTAGE GREEN,1,2010-12-05 14:02:00,0.0,12647,Germany,9302,False,False,False,False,False,True,True,False,False,False,True
C537203,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-12-05 14:44:00,9.95,14606,United Kingdom,9493,True,True,False,True,False,False,False,False,False,False,True
C537203,21424,WOODLAND STORAGE BOX LARGE,-1,2010-12-05 14:44:00,2.95,14606,United Kingdom,9494,True,True,False,True,False,False,False,False,False,False,True
C537232,84840,SWEETHEART CARRY-ALL BASKET,-2,2010-12-06 09:31:00,8.5,12586,Italy,10194,True,True,False,True,False,False,False,False,False,False,True
C537234,22653,BUTTON BOX,-20,2010-12-06 09:40:00,1.95,16161,United Kingdom,10204,True,True,False,True,False,False,False,False,False,False,True
C537251,22429,ENAMEL MEASURING JUG CREAM,-2,2010-12-06 10:45:00,4.25,,United Kingdom,11502,True,True,False,True,False,False,False,False,True,False,True
C537251,22620,4 TRADITIONAL SPINNING TOPS,-8,2010-12-06 10:45:00,1.25,,United Kingdom,11503,True,True,False,True,False,False,False,False,True,False,True
C537251,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-2,2010-12-06 10:45:00,2.95,,United Kingdom,11504,True,True,False,True,False,False,False,False,True,False,True
C537251,22564,ALPHABET STENCIL CRAFT,-5,2010-12-06 10:45:00,1.25,,United Kingdom,11505,True,True,False,True,False,False,False,False,True,False,True
C537251,21891,TRADITIONAL WOODEN SKIPPING ROPE,-3,2010-12-06 10:45:00,1.25,,United Kingdom,11506,True,True,False,True,False,False,False,False,True,False,True
C537251,22747,POPPY'S PLAYHOUSE BATHROOM,-6,2010-12-06 10:45:00,2.1,,United Kingdom,11507,True,True,False,True,False,False,False,False,True,False,True
C537251,22454,MEASURING TAPE BABUSHKA RED,-8,2010-12-06 10:45:00,2.95,,United Kingdom,11508,True,True,False,True,False,False,False,False,True,False,True
C537251,22327,ROUND SNACK BOXES SET OF 4 SKULLS,-4,2010-12-06 10:45:00,2.95,,United Kingdom,11509,True,True,False,True,False,False,False,False,True,False,True
C537251,21915,RED  HARMONICA IN BOX,-4,2010-12-06 10:45:00,1.25,,United Kingdom,11510,True,True,False,True,False,False,False,False,True,False,True
C537251,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9,2010-12-06 10:45:00,2.55,,United Kingdom,11511,True,True,False,True,False,False,False,False,True,False,True
C537251,22748,POPPY'S PLAYHOUSE KITCHEN,-4,2010-12-06 10:45:00,2.1,,United Kingdom,11512,True,True,False,True,False,False,False,False,True,False,True
C537251,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-6,2010-12-06 10:45:00,4.95,,United Kingdom,11513,True,True,False,True,False,False,False,False,True,False,True
C537251,22418,10 COLOUR SPACEBOY PEN,-7,2010-12-06 10:45:00,0.85,,United Kingdom,11514,True,True,False,True,False,False,False,False,True,False,True
C537251,22911,PAPER CHAIN KIT LONDON,-2,2010-12-06 10:45:00,2.95,,United Kingdom,11515,True,True,False,True,False,False,False,False,True,False,True
C537251,22940,FELTCRAFT CHRISTMAS FAIRY,-5,2010-12-06 10:45:00,4.25,,United Kingdom,11516,True,True,False,True,False,False,False,False,True,False,True
C537251,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-8,2010-12-06 10:45:00,2.1,,United Kingdom,11517,True,True,False,True,False,False,False,False,True,False,True
C537251,22328,ROUND SNACK BOXES SET OF 4 FRUITS,-2,2010-12-06 10:45:00,2.95,,United Kingdom,11518,True,True,False,True,False,False,False,False,True,False,True
C537251,22536,MAGIC DRAWING SLATE PURDEY,-11,2010-12-06 10:45:00,0.42,,United Kingdom,11519,True,True,False,True,False,False,False,False,True,False,True
C537251,21826,EIGHT PIECE DINOSAUR SET,-4,2010-12-06 10:45:00,1.25,,United Kingdom,11520,True,True,False,True,False,False,False,False,True,False,True
C537251,22466,FAIRY TALE COTTAGE NIGHTLIGHT,-3,2010-12-06 10:45:00,1.95,,United Kingdom,11521,True,True,False,True,False,False,False,False,True,False,True
C537314,21349,IVY HEART WREATH,-4,2010-12-06 11:42:00,6.75,13497,United Kingdom,11799,True,True,False,True,False,False,False,False,False,False,True
C537320,35400,WOODEN BOX ADVENT CALENDAR,-1,2010-12-06 11:47:00,8.95,14867,United Kingdom,11800,True,True,False,True,False,False,False,False,False,False,True
C537333,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,2010-12-06 12:00:00,8.5,12474,Germany,11813,True,True,False,True,False,False,False,False,False,False,True
537361,21777,,5,2010-12-06 12:34:00,0.0,,United Kingdom,12008,False,False,False,False,False,True,True,False,True,True,True
537363,84569B,,-20,2010-12-06 12:35:00,0.0,,United Kingdom,12069,False,True,False,True,False,True,True,False,True,True,True
537364,21027,,-70,2010-12-06 12:36:00,0.0,,United Kingdom,12070,False,True,False,True,False,True,True,False,True,True,True
C537373,22423,REGENCY CAKESTAND 3 TIER,-1,2010-12-06 12:55:00,12.75,14487,United Kingdom,12402,True,True,False,True,False,False,False,False,False,False,True
C537379,22865,HAND WARMER OWL DESIGN,-10,2010-12-06 13:12:00,2.1,15882,United Kingdom,12455,True,True,False,True,False,False,False,False,False,False,True
C537383,21658,GLASS  BEURRE DISH,-1,2010-12-06 13:17:00,3.95,16550,United Kingdom,12538,True,True,False,True,False,False,False,False,False,False,True
C537383,22197,SMALL POPCORN HOLDER,-1,2010-12-06 13:17:00,0.85,16550,United Kingdom,12539,True,True,False,True,False,False,False,False,False,False,True
C537383,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2010-12-06 13:17:00,4.25,16550,United Kingdom,12540,True,True,False,True,False,False,False,False,False,False,True
