CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,Recency_Outlier,Frequency_Outlier,Monetary_Outlier,Any_RFM_Outlier,R_Score,F_Score,M_Score,RFM_Score_String,RFM_TotalScore
12388,2011-11-24 12:30:00,16,6,2780.6600000000003,False,False,False,False,4,4,5,445,13
12390,2011-09-21 09:33:00,80,1,549.84,False,False,False,False,2,1,3,213,6
12391,2011-11-18 12:07:00,22,1,439.66,False,False,False,False,4,1,2,412,7
12393,2011-09-28 15:41:00,73,4,1582.6000000000001,False,False,False,False,2,4,4,244,10
12394,2011-10-07 08:08:00,64,2,1272.48,False,False,False,False,3,2,4,324,9
12395,2011-11-20 15:21:00,20,12,3018.63,False,True,False,True,4,5,5,455,14
12397,2011-11-04 09:52:00,36,2,2409.9,False,False,False,False,3,2,5,325,10
12398,2011-10-25 10:27:00,46,1,1635.6599999999999,False,False,False,False,3,1,4,314,8
12399,2011-08-12 13:15:00,120,4,1108.65,False,False,False,False,2,4,4,244,10
12401,2011-02-09 13:50:00,304,1,84.3,False,False,False,False,1,1,1,111,3
12402,2011-01-20 13:49:00,324,1,225.60000000000002,False,False,False,False,1,1,1,111,3
12403,2011-10-21 10:51:00,50,1,427.7,False,False,False,False,3,1,2,312,6
12405,2011-07-14 08:52:00,149,1,1710.39,False,False,False,False,2,1,4,214,7
12406,2011-11-17 19:22:00,23,2,3415.3,False,False,False,False,4,2,5,425,11
12407,2011-10-21 10:11:00,50,5,1708.12,False,False,False,False,3,4,4,344,11
12408,2011-11-07 12:27:00,33,5,2888.55,False,False,False,False,4,4,5,445,13
12409,2011-09-22 10:38:00,79,3,11072.67,False,False,True,True,2,3,5,235,10
12410,2011-02-04 10:39:00,309,2,693.33,False,False,False,False,1,2,3,123,6
12412,2011-09-26 10:16:00,75,3,1226.88,False,False,False,False,2,3,4,234,9
12413,2011-10-04 09:00:00,67,3,758.1,False,False,False,False,3,3,3,333,9
12414,2011-05-06 14:51:00,218,3,562.4100000000001,False,False,False,False,1,3,3,133,7
12415,2011-11-15 14:22:00,25,21,124914.53,False,True,True,True,4,5,5,455,14
12417,2011-12-06 14:52:00,4,9,3649.1,False,False,False,False,5,5,5,555,15
12418,2011-08-19 11:08:00,113,1,668.58,False,False,False,False,2,1,3,213,6
12420,2011-10-07 08:55:00,64,1,600.39,False,False,False,False,3,1,3,313,7
12421,2011-11-24 09:07:00,16,4,807.04,False,False,False,False,4,4,3,443,11
12422,2011-09-05 09:48:00,96,3,803.5600000000001,False,False,False,False,2,3,3,233,8
12423,2011-12-09 10:10:00,1,8,1859.31,False,False,False,False,5,5,4,554,14
12424,2011-06-30 12:06:00,163,2,1760.96,False,False,False,False,2,2,4,224,8
12425,2011-09-22 17:31:00,79,1,777.2,False,False,False,False,2,1,3,213,6
12426,2011-05-29 12:26:00,195,1,582.73,False,False,False,False,1,1,3,113,5
12427,2011-11-18 08:56:00,22,3,825.8000000000001,False,False,False,False,4,3,3,433,10
12428,2011-11-14 08:22:00,26,9,7956.46,False,False,True,True,4,5,5,455,14
12429,2011-11-30 17:22:00,10,4,3750.4,False,False,True,True,5,4,5,545,14
12430,2011-10-27 15:09:00,44,1,256.4,False,False,False,False,3,1,2,312,6
12431,2011-11-04 11:55:00,36,15,6419.95,False,True,True,True,3,5,5,355,13
12432,2011-10-28 11:43:00,43,5,5059.32,False,False,True,True,3,4,5,345,12
12433,2011-12-09 10:02:00,1,7,13375.87,False,False,True,True,5,5,5,555,15
12434,2011-09-16 12:38:00,85,2,806.14,False,False,False,False,2,2,3,223,7
12435,2011-09-21 09:06:00,80,2,7829.89,False,False,True,True,2,2,5,225,9
12436,2011-09-01 12:09:00,100,1,509.01,False,False,False,False,2,1,3,213,6
12437,2011-12-08 11:35:00,2,18,4951.41,False,True,True,True,5,5,5,555,15
12438,2011-11-25 13:28:00,15,2,2906.85,False,False,False,False,4,2,5,425,11
12441,2010-12-08 10:45:00,367,1,173.55,True,False,False,True,1,1,1,111,3
12442,2011-12-06 14:22:00,4,1,172.06,False,False,False,False,5,1,1,511,7
12444,2011-11-18 13:23:00,22,5,5005.46,False,False,True,True,4,4,5,445,13
12445,2011-11-17 18:43:00,23,1,133.4,False,False,False,False,4,1,1,411,6
12446,2011-10-13 12:50:00,58,1,1002.3100000000001,False,False,False,False,3,1,4,314,8
12447,2011-04-10 13:25:00,244,1,476.49,False,False,False,False,1,1,2,112,4
12448,2011-10-26 13:46:00,45,1,449.45,False,False,False,False,3,1,2,312,6
12449,2011-11-17 13:46:00,23,4,4067.29,False,False,True,True,4,4,5,445,13
12450,2011-07-06 14:41:00,157,2,197.88,False,False,False,False,2,2,1,221,5
12451,2011-11-29 08:40:00,11,5,9035.52,False,False,True,True,5,4,5,545,14
12452,2011-11-23 10:28:00,17,2,430.57000000000005,False,False,False,False,4,2,2,422,8
12453,2011-07-28 14:08:00,135,1,707.09,False,False,False,False,2,1,3,213,6
12454,2011-10-14 17:13:00,57,1,3528.34,False,False,False,False,3,1,5,315,9
12455,2011-09-27 15:31:00,74,6,2466.86,False,False,False,False,2,4,5,245,11
12456,2011-10-26 14:41:00,45,3,3181.04,False,False,False,False,3,3,5,335,11
12457,2011-10-04 13:13:00,67,7,2363.23,False,False,False,False,3,5,5,355,13
12458,2011-09-29 15:25:00,72,2,947.4,False,False,False,False,3,2,4,324,9
12461,2011-09-06 16:57:00,95,2,826.88,False,False,False,False,2,2,3,223,7
12462,2011-11-21 09:11:00,19,2,1189.59,False,False,False,False,4,2,4,424,10
12463,2011-10-17 13:44:00,54,4,1344.78,False,False,False,False,3,4,4,344,11
12464,2011-11-29 13:33:00,11,8,1212.05,False,False,False,False,5,5,4,554,14
12465,2011-11-22 16:34:00,18,2,742.19,False,False,False,False,4,2,3,423,9
12468,2011-06-05 11:36:00,188,2,729.54,False,False,False,False,1,2,3,123,6
12471,2011-12-07 15:43:00,3,30,19788.65,False,True,True,True,5,5,5,555,15
12472,2011-11-07 14:01:00,33,7,6572.11,False,False,True,True,4,5,5,455,14
12473,2011-11-10 13:46:00,30,5,3928.05,False,False,True,True,4,4,5,445,13
12474,2011-11-22 14:39:00,18,18,7324.09,False,True,True,True,4,5,5,455,14
12475,2011-10-17 10:10:00,54,1,723.38,False,False,False,False,3,1,3,313,7
12476,2011-11-24 12:40:00,16,11,6816.42,False,False,True,True,4,5,5,455,14
12477,2011-11-17 09:51:00,23,6,13219.74,False,False,True,True,4,4,5,445,13
12478,2011-12-06 09:56:00,4,1,680.99,False,False,False,False,5,1,3,513,9
12479,2011-11-28 13:26:00,12,1,527.2,False,False,False,False,5,1,3,513,9
12480,2011-11-11 14:52:00,29,4,3281.63,False,False,False,False,4,4,5,445,13
12481,2011-11-17 08:29:00,23,10,5579.82,False,False,True,True,4,5,5,455,14
12483,2011-11-22 17:02:00,18,8,2484.98,False,False,False,False,4,5,5,455,14
12484,2011-11-07 11:37:00,33,6,4527.32,False,False,True,True,4,4,5,445,13
12488,2011-11-30 08:50:00,10,3,1298.66,False,False,False,False,5,3,4,534,12
12489,2011-01-07 13:13:00,337,1,334.93,True,False,False,True,1,1,2,112,4
12490,2011-12-04 16:07:00,6,10,5417.93,False,False,True,True,5,5,5,555,15
12491,2011-11-01 12:18:00,39,1,460.40000000000003,False,False,False,False,3,1,2,312,6
12492,2011-10-07 15:15:00,64,2,263.21000000000004,False,False,False,False,3,2,2,322,7
12493,2011-06-27 10:17:00,166,2,433.74,False,False,False,False,2,2,2,222,6
12494,2011-11-24 09:34:00,16,7,1246.1,False,False,False,False,4,5,4,454,13
12497,2011-09-19 12:29:00,82,1,1043.1,False,False,False,False,2,1,4,214,7
12498,2011-11-18 12:53:00,22,3,403.70000000000005,False,False,False,False,4,3,2,432,9
12500,2011-11-16 16:20:00,24,11,4257.82,False,False,True,True,4,5,5,455,14
12501,2011-01-07 12:28:00,337,1,2169.39,True,False,False,True,1,1,5,115,7
12502,2011-09-05 11:52:00,96,5,3723.87,False,False,True,True,2,4,5,245,11
12504,2011-11-21 16:02:00,19,2,482.04999999999995,False,False,False,False,4,2,2,422,8
12506,2011-04-21 08:54:00,233,1,73.5,False,False,False,False,1,1,1,111,3
12507,2011-07-28 17:09:00,135,3,1304.81,False,False,False,False,2,3,4,234,9
12508,2011-11-13 15:37:00,27,2,397.88,False,False,False,False,4,2,2,422,8
12509,2011-02-28 14:45:00,285,1,176.5,False,False,False,False,1,1,1,111,3
12510,2011-07-20 10:15:00,143,2,982.5699999999999,False,False,False,False,2,2,4,224,8
12512,2011-10-04 14:55:00,67,2,132.18,False,False,False,False,3,2,1,321,6
12513,2011-08-19 10:51:00,113,1,612.29,False,False,False,False,2,1,3,213,6
12514,2011-03-17 16:38:00,268,1,1017.6800000000001,False,False,False,False,1,1,4,114,6
12515,2010-12-21 15:43:00,354,1,383.7,True,False,False,True,1,1,2,112,4
12516,2011-09-23 09:13:00,78,2,1312.06,False,False,False,False,2,2,4,224,8
12517,2011-11-11 14:04:00,29,5,2481.6,False,False,False,False,4,4,5,445,13
12518,2011-12-09 10:13:00,1,5,2056.89,False,False,False,False,5,4,5,545,14
12519,2011-10-07 09:26:00,64,1,330.84000000000003,False,False,False,False,3,1,2,312,6
12520,2011-09-21 15:23:00,80,5,2634.26,False,False,False,False,2,4,5,245,11
12521,2011-07-20 10:51:00,143,1,599.68,False,False,False,False,2,1,3,213,6
12522,2011-10-31 15:30:00,40,2,192.72,False,False,False,False,3,2,1,321,6
12523,2011-11-20 12:55:00,20,11,1789.77,False,False,False,False,4,5,4,454,13
12524,2011-11-30 15:31:00,10,8,4485.72,False,False,True,True,5,5,5,555,15
12526,2011-12-09 12:09:00,1,3,1316.66,False,False,False,False,5,3,4,534,12
12527,2011-09-19 11:55:00,82,3,348.71000000000004,False,False,False,False,2,3,2,232,7
12528,2011-11-30 14:40:00,10,6,1933.48,False,False,False,False,5,5,4,554,14
12530,2011-10-11 12:34:00,60,4,1662.28,False,False,False,False,3,4,4,344,11
12531,2011-11-25 11:12:00,15,1,125.22,False,False,False,False,4,1,1,411,6
12532,2011-11-09 13:47:00,31,1,349.83000000000004,False,False,False,False,4,1,2,412,7
12534,2011-08-01 10:26:00,131,1,1089.18,False,False,False,False,2,1,4,214,7
12535,2011-09-09 08:48:00,92,2,716.35,False,False,False,False,2,2,3,223,7
12536,2011-10-27 14:20:00,44,3,12601.830000000002,False,False,True,True,3,3,5,335,11
12538,2011-11-10 17:16:00,30,1,363.95,False,False,False,False,4,1,2,412,7
12539,2011-11-17 13:30:00,23,4,5568.35,False,False,True,True,4,4,5,445,13
12540,2011-11-20 11:31:00,20,17,13400.24,False,True,True,True,4,5,5,455,14
12541,2011-11-10 10:40:00,30,3,981.18,False,False,False,False,4,3,4,434,11
12544,2011-11-03 16:15:00,37,1,372.7,False,False,False,False,3,1,2,312,6
12545,2011-09-25 13:39:00,76,2,1000.39,False,False,False,False,2,2,4,224,8
12546,2011-10-24 12:09:00,47,2,1161.5,False,False,False,False,3,2,4,324,9
12547,2011-05-26 12:38:00,198,2,207.8,False,False,False,False,1,2,1,121,4
12548,2011-06-26 15:35:00,167,1,95.19999999999999,False,False,False,False,2,1,1,211,4
12550,2011-09-21 14:35:00,80,1,964.83,False,False,False,False,2,1,4,214,7
12551,2010-12-17 11:23:00,358,1,168.0,True,False,False,True,1,1,1,111,3
12552,2011-11-01 10:02:00,39,2,437.82,False,False,False,False,3,2,2,322,7
12553,2011-12-01 16:38:00,9,10,3692.28,False,False,True,True,5,5,5,555,15
12556,2011-10-20 13:06:00,51,2,599.56,False,False,False,False,3,2,3,323,8
12557,2011-11-23 16:59:00,17,5,11990.960000000001,False,False,True,True,4,4,5,445,13
12558,2011-12-02 10:41:00,8,1,269.96,False,False,False,False,5,1,2,512,8
12559,2011-02-02 09:49:00,311,2,561.71,False,False,False,False,1,2,3,123,6
12560,2011-12-04 13:54:00,6,3,2134.01,False,False,False,False,5,3,5,535,13
12561,2011-02-10 11:39:00,303,1,238.85,False,False,False,False,1,1,1,111,3
12562,2011-12-01 17:20:00,9,7,3781.7400000000002,False,False,True,True,5,5,5,555,15
12564,2011-03-23 14:55:00,262,1,456.90000000000003,False,False,False,False,1,1,2,112,4
12565,2011-02-24 10:34:00,289,1,145.92000000000002,False,False,False,False,1,1,1,111,3
12566,2011-09-14 14:30:00,87,1,351.65,False,False,False,False,2,1,2,212,5
12567,2011-11-17 11:02:00,23,10,9401.28,False,False,True,True,4,5,5,455,14
12569,2011-12-07 16:24:00,3,32,4124.6900000000005,False,True,True,True,5,5,5,555,15
12571,2011-10-31 10:19:00,40,2,519.61,False,False,False,False,3,2,3,323,8
12572,2011-12-01 09:20:00,9,2,1020.4200000000001,False,False,False,False,5,2,4,524,11
12573,2011-04-26 15:52:00,228,1,160.54000000000002,False,False,False,False,1,1,1,111,3
12574,2011-01-28 09:20:00,316,1,218.45000000000002,False,False,False,False,1,1,1,111,3
12576,2011-11-04 10:11:00,36,5,1315.83,False,False,False,False,3,4,4,344,11
12577,2011-11-04 13:24:00,36,3,626.6,False,False,False,False,3,3,3,333,9
12578,2011-11-18 13:30:00,22,2,2794.51,False,False,False,False,4,2,5,425,11
12579,2011-09-22 17:15:00,79,1,440.42,False,False,False,False,2,1,2,212,5
12580,2011-04-07 10:24:00,247,1,415.7,False,False,False,False,1,1,2,112,4
12581,2011-10-31 08:56:00,40,1,197.71,False,False,False,False,3,1,1,311,5
12582,2011-04-15 08:45:00,239,2,511.36,False,False,False,False,1,2,3,123,6
12583,2011-12-07 08:07:00,3,15,7281.38,False,True,True,True,5,5,5,555,15
12584,2011-12-06 09:35:00,4,9,2338.15,False,False,False,False,5,5,5,555,15
12585,2011-04-19 13:39:00,235,2,2040.1,False,False,False,False,1,2,4,124,7
12586,2011-11-22 16:24:00,18,1,196.94000000000003,False,False,False,False,4,1,1,411,6
12587,2011-12-02 12:47:00,8,1,144.0,False,False,False,False,5,1,1,511,7
12588,2011-10-31 15:01:00,40,1,214.89999999999998,False,False,False,False,3,1,1,311,5
12589,2011-11-11 10:19:00,29,2,646.68,False,False,False,False,4,2,3,423,9
12590,2011-05-12 14:52:00,212,2,9864.26,False,False,True,True,1,2,5,125,8
12591,2011-01-26 14:35:00,318,1,452.84999999999997,False,False,False,False,1,1,2,112,4
12592,2011-09-08 15:04:00,93,2,437.6,False,False,False,False,2,2,2,222,6
12593,2011-08-23 12:43:00,109,3,418.1,False,False,False,False,2,3,2,232,7
12594,2011-11-02 12:20:00,38,10,3338.2200000000003,False,False,False,False,3,5,5,355,13
12596,2011-10-19 13:02:00,52,2,618.27,False,False,False,False,3,2,3,323,8
12597,2011-11-20 13:33:00,20,4,3811.22,False,False,True,True,4,4,5,445,13
12598,2011-11-30 12:18:00,10,8,3023.08,False,False,False,False,5,5,5,555,15
12599,2011-11-10 13:34:00,30,7,1032.58,False,False,False,False,4,5,4,454,13
12600,2011-11-11 10:29:00,29,10,2599.04,False,False,False,False,4,5,5,455,14
12601,2011-06-03 10:17:00,190,5,577.0600000000001,False,False,False,False,1,4,3,143,8
12602,2011-10-12 11:22:00,59,1,153.12,False,False,False,False,3,1,1,311,5
12603,2011-11-18 10:42:00,22,1,739.1999999999999,False,False,False,False,4,1,3,413,8
12604,2011-09-21 14:08:00,80,2,254.18,False,False,False,False,2,2,2,222,6
12607,2011-10-10 16:06:00,61,1,1579.51,False,False,False,False,3,1,4,314,8
12609,2011-09-22 16:34:00,79,3,1126.85,False,False,False,False,2,3,4,234,9
12610,2011-11-17 09:34:00,23,5,2099.54,False,False,False,False,4,4,5,445,13
12611,2011-10-18 13:12:00,53,1,1193.32,False,False,False,False,3,1,4,314,8
12612,2011-09-26 15:35:00,75,1,704.04,False,False,False,False,2,1,3,213,6
12613,2011-10-13 14:59:00,58,5,3344.38,False,False,False,False,3,4,5,345,12
12614,2011-03-07 10:22:00,278,1,315.6,False,False,False,False,1,1,2,112,4
12615,2011-12-07 15:02:00,3,4,2291.19,False,False,False,False,5,4,5,545,14
12616,2011-09-05 15:17:00,96,2,713.3,False,False,False,False,2,2,3,223,7
12617,2011-11-10 14:39:00,30,1,352.98,False,False,False,False,4,1,2,412,7
12618,2011-11-18 11:10:00,22,1,177.31,False,False,False,False,4,1,1,411,6
12619,2011-11-23 14:52:00,17,9,3641.24,False,False,False,False,4,5,5,455,14
12620,2011-11-25 10:20:00,15,3,1339.41,False,False,False,False,4,3,4,434,11
12621,2011-12-08 11:25:00,2,20,13689.67,False,True,True,True,5,5,5,555,15
12622,2011-04-21 16:39:00,233,1,180.1,False,False,False,False,1,1,1,111,3
12623,2011-03-08 13:50:00,277,1,305.1,False,False,False,False,1,1,2,112,4
12624,2011-08-25 15:04:00,107,2,641.13,False,False,False,False,2,2,3,223,7
12625,2011-05-12 09:54:00,212,2,2683.82,False,False,False,False,1,2,5,125,8
12626,2011-11-16 16:06:00,24,9,6620.4800000000005,False,False,True,True,4,5,5,455,14
12627,2011-11-29 12:07:00,11,7,4478.53,False,False,True,True,5,5,5,555,15
12628,2011-12-05 13:15:00,5,3,786.46,False,False,False,False,5,3,3,533,11
12630,2011-11-30 10:48:00,10,2,1270.88,False,False,False,False,5,2,4,524,11
12631,2011-10-13 13:53:00,58,1,640.5,False,False,False,False,3,1,3,313,7
12633,2011-10-12 11:40:00,59,4,2163.98,False,False,False,False,3,4,5,345,12
12635,2011-09-11 11:04:00,90,2,1689.18,False,False,False,False,2,2,4,224,8
12637,2011-10-03 13:46:00,68,8,6002.9,False,False,True,True,3,5,5,355,13
12638,2011-11-06 13:11:00,34,1,671.69,False,False,False,False,3,1,3,313,7
12639,2011-04-15 12:48:00,239,1,486.1,False,False,False,False,1,1,2,112,4
12640,2011-11-16 11:52:00,24,3,1174.58,False,False,False,False,4,3,4,434,11
12641,2011-08-16 13:26:00,116,1,185.9,False,False,False,False,2,1,1,211,4
12642,2011-11-14 15:03:00,26,3,1013.26,False,False,False,False,4,3,4,434,11
12643,2011-08-03 12:56:00,129,6,3344.64,False,False,False,False,2,5,5,255,12
12644,2011-08-02 10:33:00,130,1,477.90999999999997,False,False,False,False,2,1,2,212,5
12645,2011-11-06 12:38:00,34,4,1775.18,False,False,False,False,3,4,4,344,11
12646,2011-12-05 10:14:00,5,2,1346.97,False,False,False,False,5,2,4,524,11
12647,2011-11-17 12:56:00,23,12,3722.82,False,True,True,True,4,5,5,455,14
12648,2011-07-08 11:55:00,155,1,318.05,False,False,False,False,2,1,2,212,5
12649,2011-08-24 14:41:00,108,3,623.51,False,False,False,False,2,3,3,233,8
12650,2011-12-06 16:34:00,4,1,314.44,False,False,False,False,5,1,2,512,8
12651,2011-01-09 12:46:00,335,1,114.0,True,False,False,True,1,1,1,111,3
12652,2011-01-12 15:00:00,332,1,919.98,True,False,False,True,1,1,3,113,5
12653,2011-07-14 10:41:00,149,2,2209.85,False,False,False,False,2,2,5,225,9
12654,2011-11-29 10:10:00,11,5,601.98,False,False,False,False,5,4,3,543,12
12656,2011-11-22 13:42:00,18,5,4051.17,False,False,True,True,4,4,5,445,13
12657,2011-11-28 15:47:00,12,4,1643.18,False,False,False,False,5,4,4,544,13
12658,2011-11-21 10:22:00,19,1,686.05,False,False,False,False,4,1,3,413,8
12659,2011-11-10 11:53:00,30,1,91.68,False,False,False,False,4,1,1,411,6
12660,2011-11-28 13:26:00,12,1,245.10000000000002,False,False,False,False,5,1,1,511,7
12662,2011-12-09 11:59:00,1,11,3849.78,False,False,True,True,5,5,5,555,15
12664,2011-12-01 17:07:00,9,9,4881.88,False,False,True,True,5,5,5,555,15
12665,2011-01-19 08:34:00,325,1,63.0,False,False,False,False,1,1,1,111,3
12667,2011-10-12 17:00:00,59,1,620.13,False,False,False,False,3,1,3,313,7
12668,2011-11-28 10:56:00,12,4,3807.15,False,False,True,True,5,4,5,545,14
12669,2011-07-12 09:54:00,151,3,2744.0299999999997,False,False,False,False,2,3,5,235,10
12670,2011-11-29 15:23:00,11,5,2996.05,False,False,False,False,5,4,5,545,14
12672,2011-01-14 09:20:00,330,1,225.9,True,False,False,True,1,1,1,111,3
12673,2011-12-04 13:55:00,6,2,610.52,False,False,False,False,5,2,3,523,10
12674,2011-11-01 12:12:00,39,4,1970.6,False,False,False,False,3,4,4,344,11
12676,2011-11-15 12:25:00,25,6,1331.39,False,False,False,False,4,5,4,454,13
12678,2011-10-28 13:04:00,43,12,17628.46,False,True,True,True,3,5,5,355,13
12679,2011-10-12 12:30:00,59,4,1113.02,False,False,False,False,3,4,4,344,11
12680,2011-12-09 12:50:00,1,4,862.81,False,False,False,False,5,4,3,543,12
12681,2011-11-25 11:33:00,15,22,13787.54,False,True,True,True,4,5,5,455,14
12682,2011-12-06 10:00:00,4,31,12279.82,False,True,True,True,5,5,5,555,15
12683,2011-12-05 16:31:00,5,15,8476.57,False,True,True,True,5,5,5,555,15
12684,2011-12-02 09:53:00,8,7,2283.63,False,False,False,False,5,5,5,555,15
12685,2011-11-11 13:46:00,29,6,2863.08,False,False,False,False,4,5,5,455,14
12686,2010-12-03 09:51:00,372,1,89.14,True,False,False,True,1,1,1,111,3
12688,2011-08-18 08:49:00,114,1,4873.81,False,False,True,True,2,1,5,215,8
12689,2011-11-14 08:31:00,26,2,1247.6100000000001,False,False,False,False,4,2,4,424,10
12690,2011-05-18 09:09:00,206,1,389.01,False,False,False,False,1,1,2,112,4
12691,2011-11-11 16:49:00,29,6,1035.8,False,False,False,False,4,5,4,454,13
12693,2011-08-04 17:51:00,128,4,855.91,False,False,False,False,2,4,3,243,9
12694,2011-09-30 13:06:00,71,2,869.67,False,False,False,False,3,2,3,323,8
12695,2011-12-02 13:22:00,8,4,582.1,False,False,False,False,5,4,3,543,12
12697,2011-11-11 08:47:00,29,3,957.59,False,False,False,False,4,3,4,434,11
12700,2011-12-02 10:47:00,8,4,4939.99,False,False,True,True,5,4,5,545,14
12701,2011-09-21 10:47:00,80,2,797.71,False,False,False,False,2,2,3,223,7
12702,2011-11-20 10:36:00,20,1,219.0,False,False,False,False,4,1,1,411,6
12703,2011-09-29 17:52:00,72,1,283.55,False,False,False,False,3,1,2,312,6
12704,2011-12-02 13:15:00,8,8,2340.84,False,False,False,False,5,5,5,555,15
12705,2011-11-24 13:17:00,16,9,6868.29,False,False,True,True,4,5,5,455,14
12707,2011-02-21 08:38:00,292,1,603.42,False,False,False,False,1,1,3,113,5
12708,2011-11-10 09:52:00,30,10,2712.91,False,False,False,False,4,5,5,455,14
12709,2011-11-24 15:38:00,16,15,9706.52,False,True,True,True,4,5,5,455,14
12710,2011-09-04 12:00:00,97,3,1149.02,False,False,False,False,2,3,4,234,9
12712,2011-11-11 08:19:00,29,13,4396.13,False,True,True,True,4,5,5,455,14
12713,2011-12-09 12:16:00,1,1,848.55,False,False,False,False,5,1,3,513,9
12714,2011-11-30 15:43:00,10,5,4708.86,False,False,True,True,5,4,5,545,14
12715,2011-08-25 15:22:00,107,1,343.36,False,False,False,False,2,1,2,212,5
12716,2011-12-06 08:55:00,4,2,1053.49,False,False,False,False,5,2,4,524,11
12717,2011-07-11 14:47:00,152,2,1030.98,False,False,False,False,2,2,4,224,8
12718,2011-09-29 16:38:00,72,1,238.25,False,False,False,False,3,1,1,311,5
12719,2011-12-04 13:45:00,6,2,644.95,False,False,False,False,5,2,3,523,10
12720,2011-12-07 08:03:00,3,25,5781.7300000000005,False,True,True,True,5,5,5,555,15
12721,2011-11-08 12:13:00,32,6,2656.13,False,False,False,False,4,5,5,455,14
12722,2011-09-15 14:50:00,86,4,997.63,False,False,False,False,2,4,4,244,10
12723,2011-12-06 10:19:00,4,5,725.07,False,False,False,False,5,4,3,543,12
12724,2011-12-04 16:02:00,6,4,1031.41,False,False,False,False,5,4,4,544,13
12725,2010-12-03 15:45:00,372,1,427.8,True,False,False,True,1,1,2,112,4
12726,2011-11-11 13:35:00,29,7,2609.1,False,False,False,False,4,5,5,455,14
12727,2011-11-29 11:46:00,11,7,3980.7000000000003,False,False,True,True,5,5,5,555,15
12728,2011-09-29 15:31:00,72,4,836.33,False,False,False,False,3,4,3,343,10
12729,2011-08-18 11:40:00,114,1,453.01,False,False,False,False,2,1,2,212,5
12731,2011-11-16 11:59:00,24,12,18895.91,False,True,True,True,4,5,5,455,14
12732,2011-06-13 11:33:00,180,1,236.26000000000002,False,False,False,False,2,1,1,211,4
12733,2011-04-19 16:19:00,235,1,383.95,False,False,False,False,1,1,2,112,4
12734,2010-12-22 12:47:00,353,1,110.39999999999999,True,False,False,True,1,1,1,111,3
12735,2011-01-28 13:37:00,316,2,779.5699999999999,False,False,False,False,1,2,3,123,6
