Candidate,K,SeedA,SeedB,ARI
STANDARD_RAW,10,84,21,0.5754471171379882
STANDARD_RAW,10,84,42,0.5685669488063105
STANDARD_RAW,10,84,84,1.0
STANDARD_RAW,10,84,123,0.5748863574923446
STANDARD_RAW,10,84,2026,0.9735800902666676
STANDARD_RAW,10,123,0,0.5572839287896807
STANDARD_RAW,10,123,7,0.9911588000622293
STANDARD_RAW,10,123,21,0.9977098030757425
STANDARD_RAW,10,123,42,0.9830531962065903
STANDARD_RAW,10,123,84,0.5748863574923446
STANDARD_RAW,10,123,123,1.0
STANDARD_RAW,10,123,2026,0.5702625908854646
STANDARD_RAW,10,2026,0,0.9274309149511067
STANDARD_RAW,10,2026,7,0.56779814519183
STANDARD_RAW,10,2026,21,0.5708667797187218
STANDARD_RAW,10,2026,42,0.5636924594872533
STANDARD_RAW,10,2026,84,0.9735800902666676
STANDARD_RAW,10,2026,123,0.5702625908854646
STANDARD_RAW,10,2026,2026,1.0
LOG_STANDARD,2,0,0,1.0
LOG_STANDARD,2,0,7,1.0
LOG_STANDARD,2,0,21,1.0
LOG_STANDARD,2,0,42,1.0
LOG_STANDARD,2,0,84,1.0
LOG_STANDARD,2,0,123,1.0
LOG_STANDARD,2,0,2026,1.0
LOG_STANDARD,2,7,0,1.0
LOG_STANDARD,2,7,7,1.0
LOG_STANDARD,2,7,21,1.0
LOG_STANDARD,2,7,42,1.0
LOG_STANDARD,2,7,84,1.0
LOG_STANDARD,2,7,123,1.0
LOG_STANDARD,2,7,2026,1.0
LOG_STANDARD,2,21,0,1.0
LOG_STANDARD,2,21,7,1.0
LOG_STANDARD,2,21,21,1.0
LOG_STANDARD,2,21,42,1.0
LOG_STANDARD,2,21,84,1.0
LOG_STANDARD,2,21,123,1.0
LOG_STANDARD,2,21,2026,1.0
LOG_STANDARD,2,42,0,1.0
LOG_STANDARD,2,42,7,1.0
LOG_STANDARD,2,42,21,1.0
LOG_STANDARD,2,42,42,1.0
LOG_STANDARD,2,42,84,1.0
LOG_STANDARD,2,42,123,1.0
LOG_STANDARD,2,42,2026,1.0
LOG_STANDARD,2,84,0,1.0
LOG_STANDARD,2,84,7,1.0
LOG_STANDARD,2,84,21,1.0
LOG_STANDARD,2,84,42,1.0
LOG_STANDARD,2,84,84,1.0
LOG_STANDARD,2,84,123,1.0
LOG_STANDARD,2,84,2026,1.0
LOG_STANDARD,2,123,0,1.0
LOG_STANDARD,2,123,7,1.0
LOG_STANDARD,2,123,21,1.0
LOG_STANDARD,2,123,42,1.0
LOG_STANDARD,2,123,84,1.0
LOG_STANDARD,2,123,123,1.0
LOG_STANDARD,2,123,2026,1.0
LOG_STANDARD,2,2026,0,1.0
LOG_STANDARD,2,2026,7,1.0
LOG_STANDARD,2,2026,21,1.0
LOG_STANDARD,2,2026,42,1.0
LOG_STANDARD,2,2026,84,1.0
LOG_STANDARD,2,2026,123,1.0
LOG_STANDARD,2,2026,2026,1.0
LOG_STANDARD,4,0,0,1.0
LOG_STANDARD,4,0,7,0.952853012576017
LOG_STANDARD,4,0,21,0.9853826739570719
LOG_STANDARD,4,0,42,0.9309103454680041
LOG_STANDARD,4,0,84,0.9619775631587691
LOG_STANDARD,4,0,123,0.9886966792071086
LOG_STANDARD,4,0,2026,0.8894423355245964
LOG_STANDARD,4,7,0,0.952853012576017
LOG_STANDARD,4,7,7,1.0
LOG_STANDARD,4,7,21,0.9621724938550557
LOG_STANDARD,4,7,42,0.9558966572410037
LOG_STANDARD,4,7,84,0.988499573287236
LOG_STANDARD,4,7,123,0.9587430636713963
LOG_STANDARD,4,7,2026,0.9305984254109382
LOG_STANDARD,4,21,0,0.9853826739570719
LOG_STANDARD,4,21,7,0.9621724938550557
LOG_STANDARD,4,21,21,1.0
LOG_STANDARD,4,21,42,0.9360817607245492
LOG_STANDARD,4,21,84,0.9726633049956976
LOG_STANDARD,4,21,123,0.9845034374968697
LOG_STANDARD,4,21,2026,0.8943961343980675
LOG_STANDARD,4,42,0,0.9309103454680041
LOG_STANDARD,4,42,7,0.9558966572410037
LOG_STANDARD,4,42,21,0.9360817607245492
LOG_STANDARD,4,42,42,1.0
LOG_STANDARD,4,42,84,0.9574122994771322
LOG_STANDARD,4,42,123,0.9417860471681179
LOG_STANDARD,4,42,2026,0.9564756600891311
LOG_STANDARD,4,84,0,0.9619775631587691
LOG_STANDARD,4,84,7,0.988499573287236
LOG_STANDARD,4,84,21,0.9726633049956976
LOG_STANDARD,4,84,42,0.9574122994771322
LOG_STANDARD,4,84,84,1.0
LOG_STANDARD,4,84,123,0.9666221231919867
LOG_STANDARD,4,84,2026,0.9195997131983423
LOG_STANDARD,4,123,0,0.9886966792071086
LOG_STANDARD,4,123,7,0.9587430636713963
LOG_STANDARD,4,123,21,0.9845034374968697
LOG_STANDARD,4,123,42,0.9417860471681179
LOG_STANDARD,4,123,84,0.9666221231919867
LOG_STANDARD,4,123,123,1.0
LOG_STANDARD,4,123,2026,0.8999918347472879
LOG_STANDARD,4,2026,0,0.8894423355245964
LOG_STANDARD,4,2026,7,0.9305984254109382
LOG_STANDARD,4,2026,21,0.8943961343980675
LOG_STANDARD,4,2026,42,0.9564756600891311
LOG_STANDARD,4,2026,84,0.9195997131983423
LOG_STANDARD,4,2026,123,0.8999918347472879
LOG_STANDARD,4,2026,2026,1.0
ROBUST_RAW,2,0,0,1.0
ROBUST_RAW,2,0,7,1.0
ROBUST_RAW,2,0,21,1.0
ROBUST_RAW,2,0,42,1.0
ROBUST_RAW,2,0,84,1.0
ROBUST_RAW,2,0,123,1.0
ROBUST_RAW,2,0,2026,1.0
ROBUST_RAW,2,7,0,1.0
ROBUST_RAW,2,7,7,1.0
ROBUST_RAW,2,7,21,1.0
ROBUST_RAW,2,7,42,1.0
ROBUST_RAW,2,7,84,1.0
ROBUST_RAW,2,7,123,1.0
ROBUST_RAW,2,7,2026,1.0
ROBUST_RAW,2,21,0,1.0
ROBUST_RAW,2,21,7,1.0
ROBUST_RAW,2,21,21,1.0
ROBUST_RAW,2,21,42,1.0
ROBUST_RAW,2,21,84,1.0
ROBUST_RAW,2,21,123,1.0
ROBUST_RAW,2,21,2026,1.0
ROBUST_RAW,2,42,0,1.0
ROBUST_RAW,2,42,7,1.0
ROBUST_RAW,2,42,21,1.0
ROBUST_RAW,2,42,42,1.0
ROBUST_RAW,2,42,84,1.0
ROBUST_RAW,2,42,123,1.0
ROBUST_RAW,2,42,2026,1.0
ROBUST_RAW,2,84,0,1.0
ROBUST_RAW,2,84,7,1.0
ROBUST_RAW,2,84,21,1.0
ROBUST_RAW,2,84,42,1.0
ROBUST_RAW,2,84,84,1.0
ROBUST_RAW,2,84,123,1.0
ROBUST_RAW,2,84,2026,1.0
ROBUST_RAW,2,123,0,1.0
ROBUST_RAW,2,123,7,1.0
ROBUST_RAW,2,123,21,1.0
ROBUST_RAW,2,123,42,1.0
ROBUST_RAW,2,123,84,1.0
ROBUST_RAW,2,123,123,1.0
ROBUST_RAW,2,123,2026,1.0
ROBUST_RAW,2,2026,0,1.0
ROBUST_RAW,2,2026,7,1.0
ROBUST_RAW,2,2026,21,1.0
ROBUST_RAW,2,2026,42,1.0
ROBUST_RAW,2,2026,84,1.0
ROBUST_RAW,2,2026,123,1.0
ROBUST_RAW,2,2026,2026,1.0
ROBUST_RAW,3,0,0,1.0
ROBUST_RAW,3,0,7,1.0
ROBUST_RAW,3,0,21,1.0
ROBUST_RAW,3,0,42,1.0
ROBUST_RAW,3,0,84,1.0
ROBUST_RAW,3,0,123,1.0
ROBUST_RAW,3,0,2026,1.0
ROBUST_RAW,3,7,0,1.0
ROBUST_RAW,3,7,7,1.0
ROBUST_RAW,3,7,21,1.0
ROBUST_RAW,3,7,42,1.0
ROBUST_RAW,3,7,84,1.0
ROBUST_RAW,3,7,123,1.0
ROBUST_RAW,3,7,2026,1.0
ROBUST_RAW,3,21,0,1.0
ROBUST_RAW,3,21,7,1.0
ROBUST_RAW,3,21,21,1.0
ROBUST_RAW,3,21,42,1.0
ROBUST_RAW,3,21,84,1.0
ROBUST_RAW,3,21,123,1.0
ROBUST_RAW,3,21,2026,1.0
ROBUST_RAW,3,42,0,1.0
ROBUST_RAW,3,42,7,1.0
ROBUST_RAW,3,42,21,1.0
ROBUST_RAW,3,42,42,1.0
ROBUST_RAW,3,42,84,1.0
ROBUST_RAW,3,42,123,1.0
ROBUST_RAW,3,42,2026,1.0
ROBUST_RAW,3,84,0,1.0
ROBUST_RAW,3,84,7,1.0
ROBUST_RAW,3,84,21,1.0
ROBUST_RAW,3,84,42,1.0
ROBUST_RAW,3,84,84,1.0
ROBUST_RAW,3,84,123,1.0
ROBUST_RAW,3,84,2026,1.0
ROBUST_RAW,3,123,0,1.0
ROBUST_RAW,3,123,7,1.0
ROBUST_RAW,3,123,21,1.0
ROBUST_RAW,3,123,42,1.0
ROBUST_RAW,3,123,84,1.0
ROBUST_RAW,3,123,123,1.0
ROBUST_RAW,3,123,2026,1.0
ROBUST_RAW,3,2026,0,1.0
ROBUST_RAW,3,2026,7,1.0
ROBUST_RAW,3,2026,21,1.0
ROBUST_RAW,3,2026,42,1.0
ROBUST_RAW,3,2026,84,1.0
ROBUST_RAW,3,2026,123,1.0
ROBUST_RAW,3,2026,2026,1.0
